vintage,collateral_type,ead_eur,ltv_at_default,dpd_at_workout,workout_months,borrower_age,employment_status,unemployment_pct,hpi_yoy_pct,realised_lgd
2023H1,mortgage,165747.61,0.7084,132,27.19,47,self_employed,7.6,-2.1,0.26327
2023H1,unsecured,2345.47,,201,3.0,51,employed,7.6,-2.1,0.86415
2021H1,unsecured,7042.56,,168,10.33,40,self_employed,8.7,1.4,0.53508
2023H1,unsecured,7951.1,,100,8.9,40,employed,7.6,-2.1,0.61415
2021H1,unsecured,4227.64,,99,10.09,36,unemployed,8.7,1.4,0.56533
2023H1,unsecured,4230.0,,120,14.6,31,retired,7.6,-2.1,0.73862
2020H2,unsecured,3555.44,,167,9.63,27,employed,9.6,-3.2,0.78159
2023H2,unsecured,3612.95,,195,3.7,41,self_employed,7.2,1.8,0.74124
2021H2,mortgage,138902.74,0.7466,186,32.2,38,employed,7.9,5.6,0.05227
2023H2,mortgage,106682.9,0.7077,141,28.82,23,employed,7.2,1.8,0.21228
2023H2,auto,18394.37,0.6002,126,6.01,56,unemployed,7.2,1.8,0.16679
2020H2,unsecured,10257.41,,125,4.56,46,employed,9.6,-3.2,0.88528
2020H2,mortgage,165190.56,0.8566,191,30.16,30,employed,9.6,-3.2,0.19874
2022H1,unsecured,5378.39,,191,7.93,49,employed,7.4,3.1,0.7991
2022H2,mortgage,100248.64,0.6533,205,21.0,58,unemployed,8.1,-4.4,0.17244
2020H2,personal_secured,6244.74,0.8344,183,17.71,52,self_employed,9.6,-3.2,0.65629
2023H1,unsecured,5127.31,,141,11.73,47,employed,7.6,-2.1,0.63444
2021H1,auto,23470.04,0.9085,146,19.59,20,self_employed,8.7,1.4,0.60501
2021H2,unsecured,4127.39,,203,11.92,54,self_employed,7.9,5.6,0.77022
2021H1,mortgage,57085.07,0.7508,141,23.32,62,employed,8.7,1.4,0.20188
2023H1,mortgage,154071.95,0.9311,101,33.77,43,employed,7.6,-2.1,0.35249
2021H2,unsecured,6376.58,,133,12.1,38,employed,7.9,5.6,0.32713
2023H2,unsecured,12868.7,,101,9.61,41,employed,7.2,1.8,0.60664
2022H2,unsecured,9091.59,,197,11.55,38,unemployed,8.1,-4.4,0.90693
2020H1,personal_secured,15366.08,0.7773,90,20.33,27,employed,9.2,-1.5,0.32711
2023H1,mortgage,164179.17,0.8627,168,15.43,35,employed,7.6,-2.1,0.17966
2023H2,unsecured,7662.43,,189,4.66,38,self_employed,7.2,1.8,0.79041
2021H2,personal_secured,6127.02,0.8294,97,15.04,25,retired,7.9,5.6,0.60372
2019H2,mortgage,129898.59,0.4499,161,10.37,21,employed,6.9,3.8,0.0019
2019H2,auto,15223.88,0.801,168,10.04,31,unemployed,6.9,3.8,0.22288
2023H1,unsecured,14600.44,,202,4.93,48,employed,7.6,-2.1,0.4359
2019H1,personal_secured,11629.52,0.7621,160,13.45,23,employed,6.8,4.2,0.34451
2023H2,personal_secured,9690.87,0.8488,96,17.12,64,employed,7.2,1.8,0.48353
2019H1,auto,13854.36,0.7305,95,15.07,47,self_employed,6.8,4.2,0.53418
2022H1,unsecured,6250.96,,128,8.2,56,employed,7.4,3.1,0.84949
2023H2,personal_secured,7459.76,1.0242,195,23.19,28,employed,7.2,1.8,0.39021
2022H2,mortgage,408438.76,1.1479,141,27.32,37,unemployed,8.1,-4.4,0.5443
2021H2,unsecured,6308.04,,182,11.8,62,employed,7.9,5.6,0.53887
2022H2,auto,21580.33,0.503,101,18.81,30,self_employed,8.1,-4.4,0.28884
2021H2,mortgage,92559.0,0.6879,154,24.47,20,employed,7.9,5.6,0.02062
2020H2,auto,25997.15,0.7962,206,11.52,40,self_employed,9.6,-3.2,0.62757
2023H2,unsecured,3292.59,,197,3.0,48,unemployed,7.2,1.8,0.69181
2020H2,unsecured,11736.78,,172,6.04,63,employed,9.6,-3.2,0.5566
2023H2,personal_secured,16503.98,0.857,126,12.05,55,employed,7.2,1.8,0.38992
2021H1,mortgage,94971.4,0.7162,122,30.69,54,employed,8.7,1.4,0.13715
2021H1,unsecured,6947.8,,145,10.11,43,employed,8.7,1.4,0.64053
2020H1,mortgage,175451.53,0.656,168,28.56,55,unemployed,9.2,-1.5,0.12355
2020H1,personal_secured,4843.11,0.5593,208,9.48,35,employed,9.2,-1.5,0.25313
2023H1,auto,23835.29,0.7793,172,11.05,34,retired,7.6,-2.1,0.53548
2022H2,auto,20178.01,0.5826,127,17.4,24,retired,8.1,-4.4,0.45958
2022H2,mortgage,71335.45,0.9033,202,22.41,47,unemployed,8.1,-4.4,0.4864
2021H2,mortgage,69153.2,0.6861,98,25.84,47,employed,7.9,5.6,0.11465
2023H1,personal_secured,12048.76,0.7014,161,21.44,47,employed,7.6,-2.1,0.87107
2022H2,mortgage,113209.54,1.0084,181,23.5,47,employed,8.1,-4.4,0.45553
2019H2,unsecured,3414.7,,120,12.7,35,employed,6.9,3.8,0.72923
2022H1,mortgage,277390.35,0.7916,185,33.5,48,employed,7.4,3.1,0.17514
2023H2,unsecured,1860.94,,157,11.68,20,employed,7.2,1.8,0.77276
2020H1,mortgage,170108.56,0.7031,206,20.37,44,self_employed,9.2,-1.5,0.15328
2023H2,unsecured,2528.47,,176,5.78,31,employed,7.2,1.8,0.94759
2023H2,auto,14735.3,0.851,173,3.0,29,employed,7.2,1.8,0.42118
2019H2,mortgage,199180.75,0.7439,150,19.34,20,self_employed,6.9,3.8,0.07054
2021H2,mortgage,62986.09,0.7486,161,16.73,40,unemployed,7.9,5.6,0.46897
2021H1,auto,10082.24,0.7833,113,8.22,67,employed,8.7,1.4,0.23515
2022H2,personal_secured,20344.86,0.7046,167,19.67,59,employed,8.1,-4.4,0.53045
2022H2,personal_secured,9705.97,1.0248,158,21.65,53,employed,8.1,-4.4,0.86001
2023H2,unsecured,3943.08,,200,3.0,42,employed,7.2,1.8,0.76135
2021H2,mortgage,114459.16,0.7452,104,27.53,63,unemployed,7.9,5.6,0.15494
2020H2,auto,33545.18,0.8892,184,13.51,44,employed,9.6,-3.2,0.63916
2019H1,personal_secured,4553.61,0.7048,104,16.24,37,unemployed,6.8,4.2,0.54099
2023H2,personal_secured,12062.93,0.8972,158,10.66,59,employed,7.2,1.8,0.40813
2021H1,mortgage,127141.84,0.8435,96,22.43,36,employed,8.7,1.4,0.03381
2022H1,auto,14581.33,0.8983,170,12.52,76,employed,7.4,3.1,0.38748
2020H1,unsecured,5023.75,,114,3.0,54,employed,9.2,-1.5,0.76561
2021H2,mortgage,87379.98,0.9086,120,29.68,33,employed,7.9,5.6,0.14632
2021H2,unsecured,12351.6,,123,4.47,45,employed,7.9,5.6,0.85668
2021H2,mortgage,217316.24,0.657,204,22.26,56,employed,7.9,5.6,0.005
2019H2,unsecured,4496.77,,129,9.82,57,employed,6.9,3.8,0.74398
2020H2,mortgage,61523.65,0.6829,180,34.14,20,unemployed,9.6,-3.2,0.51323
2023H1,auto,23129.71,0.8053,119,12.08,51,employed,7.6,-2.1,0.72217
2020H2,unsecured,18705.18,,97,6.56,56,employed,9.6,-3.2,0.71542
2019H1,unsecured,7328.15,,124,6.91,61,employed,6.8,4.2,0.77493
2022H2,mortgage,58352.66,0.7433,142,21.32,74,unemployed,8.1,-4.4,0.48693
2021H1,mortgage,73385.98,0.8237,100,27.98,37,employed,8.7,1.4,0.13866
2019H2,unsecured,13052.9,,113,4.66,43,employed,6.9,3.8,0.87496
2020H2,unsecured,8150.34,,113,3.0,50,retired,9.6,-3.2,0.76058
2021H1,unsecured,10618.8,,195,11.44,32,employed,8.7,1.4,0.89106
2021H1,mortgage,164741.42,0.8542,143,23.76,52,employed,8.7,1.4,0.11664
2019H2,unsecured,15475.21,,137,12.37,62,employed,6.9,3.8,0.8535
2019H2,mortgage,109715.75,0.9967,95,22.4,26,employed,6.9,3.8,0.10276
2023H1,unsecured,7157.54,,162,7.29,34,self_employed,7.6,-2.1,0.57061
2023H1,unsecured,8094.93,,130,3.0,41,employed,7.6,-2.1,0.69404
2019H1,unsecured,10579.95,,190,3.0,32,unemployed,6.8,4.2,0.72786
2020H1,unsecured,12379.45,,121,11.22,51,employed,9.2,-1.5,0.87513
2022H2,mortgage,118479.92,0.6377,161,23.59,54,self_employed,8.1,-4.4,0.13215
2022H2,auto,23770.81,1.0203,183,12.8,28,employed,8.1,-4.4,0.55248
2020H2,mortgage,49649.96,0.8582,91,23.62,37,employed,9.6,-3.2,0.18433
2023H1,unsecured,6953.42,,193,3.0,40,employed,7.6,-2.1,0.769
2020H2,mortgage,149130.36,0.7355,141,28.26,43,employed,9.6,-3.2,0.25469
2022H1,unsecured,15969.77,,120,13.94,37,employed,7.4,3.1,0.80839
2020H1,auto,27618.24,0.74,169,6.72,44,unemployed,9.2,-1.5,0.34064
2019H2,mortgage,140227.15,0.7144,201,17.35,23,retired,6.9,3.8,0.27964
2021H1,mortgage,135637.63,0.743,93,21.78,43,employed,8.7,1.4,0.4213
2019H2,mortgage,24187.61,0.7177,175,12.48,48,employed,6.9,3.8,0.04158
2022H1,mortgage,124652.14,0.651,166,25.65,38,unemployed,7.4,3.1,0.10244
2021H2,personal_secured,6150.62,1.0898,98,13.78,25,employed,7.9,5.6,0.42313
2019H1,mortgage,76557.4,0.6995,174,30.77,31,employed,6.8,4.2,0.20874
2023H1,unsecured,16784.29,,180,21.55,63,retired,7.6,-2.1,0.73476
2021H2,mortgage,51619.64,0.9272,132,17.18,25,employed,7.9,5.6,0.05298
2022H1,unsecured,6189.02,,124,9.82,46,employed,7.4,3.1,0.82853
2023H1,mortgage,142200.57,0.7307,183,18.67,50,employed,7.6,-2.1,0.19036
2020H2,mortgage,94774.98,0.6368,177,22.36,25,employed,9.6,-3.2,0.16681
2020H2,auto,15552.4,1.0104,130,13.67,65,employed,9.6,-3.2,0.47406
2020H2,personal_secured,10045.82,1.1689,187,15.67,48,employed,9.6,-3.2,0.93665
2023H2,mortgage,97839.92,0.8503,200,34.21,24,retired,7.2,1.8,0.13504
2020H2,personal_secured,17727.54,0.4905,192,13.33,61,employed,9.6,-3.2,0.60934
2023H2,mortgage,217655.04,0.7699,204,17.37,69,self_employed,7.2,1.8,0.20279
2022H2,auto,22333.99,0.7921,205,14.22,20,employed,8.1,-4.4,0.62072
2021H1,mortgage,77208.08,0.8689,198,22.1,53,retired,8.7,1.4,0.03718
2023H1,mortgage,88903.87,0.7783,94,19.85,45,employed,7.6,-2.1,0.12733
2019H1,unsecured,6480.14,,146,4.93,48,unemployed,6.8,4.2,0.7428
2022H2,auto,25525.36,0.5834,154,3.87,47,self_employed,8.1,-4.4,0.13661
2020H1,mortgage,65654.38,0.7777,91,14.72,57,employed,9.2,-1.5,0.28362
2019H1,personal_secured,13365.58,0.6305,195,16.68,40,employed,6.8,4.2,0.38769
2020H1,mortgage,57470.64,0.8257,154,20.85,49,self_employed,9.2,-1.5,0.40223
2021H2,unsecured,4600.14,,198,8.1,32,self_employed,7.9,5.6,0.70088
2020H1,unsecured,15964.23,,166,3.0,42,retired,9.2,-1.5,0.84933
2022H1,unsecured,5084.25,,160,3.0,49,retired,7.4,3.1,0.45623
2020H2,unsecured,16373.74,,200,13.18,72,employed,9.6,-3.2,0.65697
2022H2,auto,15964.17,1.015,154,19.56,54,self_employed,8.1,-4.4,0.75777
2023H2,unsecured,6382.41,,196,11.26,45,self_employed,7.2,1.8,0.51304
2023H1,mortgage,495738.55,0.7813,188,25.75,55,employed,7.6,-2.1,0.2384
2019H2,mortgage,174638.63,0.8475,209,19.4,47,unemployed,6.9,3.8,0.23315
2023H1,unsecured,11776.36,,151,8.32,44,employed,7.6,-2.1,0.57496
2020H2,mortgage,31385.14,0.6892,111,24.52,46,unemployed,9.6,-3.2,0.27402
2022H2,unsecured,10068.77,,191,11.04,46,self_employed,8.1,-4.4,0.81795
2020H2,unsecured,6106.4,,97,6.14,44,employed,9.6,-3.2,0.49576
2022H1,mortgage,67916.88,0.7285,187,16.16,53,employed,7.4,3.1,0.29051
2019H1,unsecured,11050.4,,168,6.99,37,employed,6.8,4.2,0.62305
2019H2,mortgage,83902.16,0.9694,148,23.97,28,self_employed,6.9,3.8,0.15097
2022H2,auto,19186.05,1.2261,192,11.54,66,employed,8.1,-4.4,0.60803
2023H2,mortgage,77917.04,0.9328,196,28.44,49,employed,7.2,1.8,0.17729
2023H1,personal_secured,10004.9,0.8416,126,8.52,44,employed,7.6,-2.1,0.54135
2020H1,mortgage,138921.77,1.0155,136,21.89,41,employed,9.2,-1.5,0.48362
2023H1,auto,8290.21,0.5248,110,10.18,44,employed,7.6,-2.1,0.39671
2022H1,mortgage,122785.95,0.9109,132,27.79,43,employed,7.4,3.1,0.3884
2021H2,auto,25670.91,0.8687,161,9.82,31,retired,7.9,5.6,0.23794
2023H1,mortgage,108334.2,0.5896,92,22.66,42,employed,7.6,-2.1,0.20837
2020H1,mortgage,171391.58,0.7587,119,25.2,51,employed,9.2,-1.5,0.2087
2022H1,personal_secured,6616.55,0.9216,186,13.91,34,unemployed,7.4,3.1,0.48269
2023H2,mortgage,131974.48,0.9083,198,23.87,26,self_employed,7.2,1.8,0.38791
2021H2,personal_secured,17399.24,0.9102,208,20.63,64,self_employed,7.9,5.6,0.46329
2022H2,mortgage,127180.45,0.3837,181,22.24,57,employed,8.1,-4.4,0.29846
2022H1,personal_secured,5249.85,0.4929,92,16.05,40,employed,7.4,3.1,0.38129
2023H1,mortgage,116106.11,0.8644,123,25.47,43,employed,7.6,-2.1,0.43231
2021H1,mortgage,65199.56,0.8985,96,27.22,33,employed,8.7,1.4,0.06191
2019H1,unsecured,21267.15,,138,4.53,59,employed,6.8,4.2,0.62189
2023H2,unsecured,30262.73,,114,10.99,37,unemployed,7.2,1.8,0.63914
2022H2,mortgage,48524.74,0.4982,136,25.38,39,unemployed,8.1,-4.4,0.3013
2020H2,mortgage,72213.31,0.807,98,27.54,44,employed,9.6,-3.2,0.21846
2023H2,mortgage,138338.56,0.8729,181,20.68,46,employed,7.2,1.8,0.23394
2022H2,auto,24347.95,0.6591,206,17.69,43,unemployed,8.1,-4.4,0.43421
2020H2,unsecured,9444.94,,152,8.32,55,unemployed,9.6,-3.2,0.80541
2022H2,unsecured,12439.99,,186,10.79,20,employed,8.1,-4.4,0.63996
2020H1,unsecured,7502.11,,200,3.7,48,employed,9.2,-1.5,0.63362
2023H1,mortgage,120469.31,0.5717,150,23.42,49,employed,7.6,-2.1,0.11682
2020H2,mortgage,63528.87,0.7719,177,18.69,40,retired,9.6,-3.2,0.21515
2019H1,auto,13675.43,0.7563,171,11.5,25,employed,6.8,4.2,0.40341
2022H1,unsecured,10926.17,,93,10.5,44,self_employed,7.4,3.1,0.6638
2019H2,unsecured,15306.44,,115,10.4,40,unemployed,6.9,3.8,0.7292
2020H1,mortgage,289949.12,0.6768,134,20.26,21,employed,9.2,-1.5,0.21925
2021H2,unsecured,20508.43,,197,17.63,38,employed,7.9,5.6,0.77703
2022H1,mortgage,81854.8,0.9686,198,20.11,51,employed,7.4,3.1,0.34674
2019H2,unsecured,3476.96,,101,12.02,40,employed,6.9,3.8,0.7087
2022H1,unsecured,8200.17,,97,4.73,57,employed,7.4,3.1,0.61353
2023H2,auto,29516.39,0.9245,99,14.89,53,employed,7.2,1.8,0.57807
2020H2,personal_secured,11085.72,0.7292,161,22.24,57,self_employed,9.6,-3.2,0.30224
2019H2,personal_secured,16533.63,0.8216,144,12.96,44,unemployed,6.9,3.8,0.5494
2021H2,mortgage,124018.55,0.7385,92,21.69,46,unemployed,7.9,5.6,0.17467
2022H2,unsecured,21561.2,,106,13.2,56,employed,8.1,-4.4,0.64103
2021H2,mortgage,367410.28,0.8223,91,19.87,36,retired,7.9,5.6,0.05139
2021H2,mortgage,96338.88,0.5984,163,27.76,40,retired,7.9,5.6,0.03882
2023H1,unsecured,2826.68,,159,14.15,41,self_employed,7.6,-2.1,0.72581
2021H1,auto,16135.48,0.8408,111,5.12,51,employed,8.7,1.4,0.39761
2019H2,mortgage,252723.57,0.8659,191,23.72,32,unemployed,6.9,3.8,0.18094
2021H1,personal_secured,10958.48,0.6527,161,13.13,57,employed,8.7,1.4,0.47736
2023H1,mortgage,184700.36,1.0216,121,20.0,33,employed,7.6,-2.1,0.36434
2022H2,mortgage,303473.81,0.6624,122,21.56,45,retired,8.1,-4.4,0.30845
2020H1,mortgage,56494.22,0.7517,134,25.06,56,employed,9.2,-1.5,0.19081
2021H2,mortgage,123770.82,0.6768,125,17.44,43,employed,7.9,5.6,3e-05
2022H2,mortgage,193454.8,0.7739,193,22.65,36,employed,8.1,-4.4,0.38112
2022H2,mortgage,162759.91,0.7885,129,18.16,57,employed,8.1,-4.4,0.09138
2022H1,auto,24851.5,0.7898,171,8.49,40,employed,7.4,3.1,0.36689
2020H1,unsecured,3212.72,,100,11.86,36,retired,9.2,-1.5,0.74084
2019H2,unsecured,3308.68,,200,7.36,20,employed,6.9,3.8,0.67212
2020H1,unsecured,16097.52,,167,10.98,51,employed,9.2,-1.5,0.78509
2023H1,mortgage,59772.15,0.6057,106,23.12,40,employed,7.6,-2.1,0.34762
2020H2,personal_secured,19911.12,0.9017,163,12.77,58,unemployed,9.6,-3.2,0.87119
2020H2,mortgage,105456.78,0.573,180,15.84,48,retired,9.6,-3.2,0.11043
2020H2,unsecured,6320.05,,107,14.81,38,employed,9.6,-3.2,0.66642
2023H2,mortgage,108814.4,0.8942,182,17.64,35,employed,7.2,1.8,0.25456
2021H1,mortgage,141646.16,0.9832,161,35.25,24,employed,8.7,1.4,0.3025
2022H1,personal_secured,10338.18,0.9376,141,15.13,60,employed,7.4,3.1,0.67697
2023H2,unsecured,23596.04,,120,7.94,42,unemployed,7.2,1.8,0.36901
2019H1,mortgage,225597.92,0.7223,102,22.88,48,self_employed,6.8,4.2,0.1592
2022H2,mortgage,208622.2,0.6511,153,17.17,64,employed,8.1,-4.4,0.1868
2019H1,auto,27333.71,0.7583,91,8.98,47,retired,6.8,4.2,0.16
2020H2,auto,27527.76,0.7834,199,7.95,28,employed,9.6,-3.2,0.1946
2020H1,unsecured,7025.82,,168,9.79,58,employed,9.2,-1.5,0.8354
2019H2,unsecured,15684.37,,152,7.11,42,retired,6.9,3.8,0.59335
2021H2,personal_secured,15731.35,0.595,198,14.48,46,employed,7.9,5.6,0.48967
2020H2,unsecured,4130.3,,171,7.06,20,unemployed,9.6,-3.2,0.89046
2023H1,mortgage,244122.81,0.846,130,16.36,33,employed,7.6,-2.1,0.45739
2019H1,unsecured,19861.49,,206,4.49,48,employed,6.8,4.2,0.56044
2022H2,mortgage,58530.44,1.1475,139,23.0,38,employed,8.1,-4.4,0.38538
2019H2,mortgage,77085.49,0.6664,121,33.64,53,retired,6.9,3.8,0.29941
2020H1,mortgage,134093.16,0.7255,141,9.36,48,employed,9.2,-1.5,0.14907
2023H2,mortgage,212343.1,1.0354,198,24.63,24,employed,7.2,1.8,0.43153
2021H1,unsecured,7261.58,,185,11.26,35,employed,8.7,1.4,0.71052
2021H2,auto,13711.64,0.7349,208,10.77,61,self_employed,7.9,5.6,0.38539
2019H2,mortgage,108779.71,0.8495,172,17.06,67,employed,6.9,3.8,0.04093
2020H1,mortgage,126508.39,0.6618,186,14.91,49,self_employed,9.2,-1.5,0.32343
2020H2,personal_secured,23717.52,0.6046,200,20.84,49,employed,9.6,-3.2,0.45404
2023H2,mortgage,83743.05,0.8905,160,23.14,53,employed,7.2,1.8,0.36777
2022H2,personal_secured,4771.32,0.858,122,14.93,51,self_employed,8.1,-4.4,0.82344
2022H1,auto,18691.74,0.717,103,9.26,44,self_employed,7.4,3.1,0.23726
2019H2,mortgage,286102.02,0.6457,155,32.44,59,employed,6.9,3.8,0.11353
2021H2,mortgage,206111.8,0.6653,140,18.09,56,employed,7.9,5.6,0.29741
2020H1,unsecured,7993.96,,114,14.54,45,employed,9.2,-1.5,0.92676
2022H2,mortgage,109494.28,0.6909,193,23.6,43,employed,8.1,-4.4,0.24909
2019H1,auto,20058.04,0.7053,158,15.19,23,employed,6.8,4.2,0.20512
2022H2,mortgage,104704.24,0.6618,113,20.23,36,unemployed,8.1,-4.4,0.0899
2023H1,mortgage,170187.31,0.6958,162,32.36,34,unemployed,7.6,-2.1,0.2659
2021H2,mortgage,96317.16,0.7715,173,11.65,27,employed,7.9,5.6,0.13074
2020H2,unsecured,6100.14,,205,3.0,47,employed,9.6,-3.2,0.6885
2021H2,mortgage,173073.2,0.8944,202,26.51,43,unemployed,7.9,5.6,0.23439
2019H2,unsecured,18692.82,,97,7.57,53,unemployed,6.9,3.8,0.80032
2020H2,auto,8192.95,0.6556,157,15.25,62,employed,9.6,-3.2,0.67793
2020H2,mortgage,99280.67,0.8631,132,14.62,46,employed,9.6,-3.2,0.31805
2019H2,mortgage,108919.01,0.9542,171,29.03,48,employed,6.9,3.8,0.17208
2021H1,mortgage,35145.66,0.8734,163,17.41,51,employed,8.7,1.4,0.23516
2020H2,auto,32884.79,0.4627,173,9.91,39,employed,9.6,-3.2,0.27122
2022H1,mortgage,72959.49,0.6307,207,27.7,66,employed,7.4,3.1,0.14752
2019H2,unsecured,4772.54,,99,7.89,43,employed,6.9,3.8,0.7492
2021H2,mortgage,333829.59,0.8153,185,17.95,31,self_employed,7.9,5.6,0.05501
2021H2,unsecured,14016.76,,140,9.38,28,employed,7.9,5.6,0.52794
2022H1,unsecured,9488.21,,170,15.03,23,self_employed,7.4,3.1,0.73548
2020H1,mortgage,116979.33,0.7726,208,24.48,54,employed,9.2,-1.5,0.37446
2019H1,mortgage,259305.47,0.8745,153,22.45,52,self_employed,6.8,4.2,0.31757
2021H2,mortgage,103540.53,0.9748,125,27.46,35,retired,7.9,5.6,0.15693
2020H1,mortgage,158447.62,0.7783,161,24.72,43,employed,9.2,-1.5,0.03622
2021H2,unsecured,10170.46,,101,5.56,56,employed,7.9,5.6,0.77832
2022H2,unsecured,15094.69,,188,7.82,57,employed,8.1,-4.4,0.69189
2022H1,unsecured,10136.99,,174,9.4,42,retired,7.4,3.1,0.88164
2019H2,mortgage,255588.48,0.8539,104,21.94,52,employed,6.9,3.8,0.18288
2019H2,mortgage,62953.42,0.7361,146,20.92,61,employed,6.9,3.8,0.18937
2021H2,unsecured,4832.5,,126,4.05,51,self_employed,7.9,5.6,0.67874
2022H2,mortgage,93378.53,0.5199,143,34.13,47,unemployed,8.1,-4.4,0.39888
2021H1,unsecured,8346.47,,146,16.46,43,self_employed,8.7,1.4,0.91658
2019H1,mortgage,160933.9,0.9276,96,16.22,45,employed,6.8,4.2,0.15296
2019H2,mortgage,104315.93,0.8569,179,32.34,41,unemployed,6.9,3.8,0.37144
2022H1,personal_secured,6233.73,0.5959,126,5.68,30,employed,7.4,3.1,0.22807
2023H1,auto,13098.55,0.5069,200,8.91,32,employed,7.6,-2.1,0.6068
2023H2,unsecured,14133.17,,148,3.0,70,employed,7.2,1.8,0.84138
2023H1,mortgage,131868.73,0.7604,153,24.65,44,self_employed,7.6,-2.1,0.45381
2019H1,personal_secured,8970.62,0.7111,136,16.94,27,employed,6.8,4.2,0.46774
2023H2,mortgage,71854.41,0.8414,122,17.87,20,unemployed,7.2,1.8,0.19529
2019H2,auto,16105.43,1.0933,150,11.99,54,employed,6.9,3.8,0.32733
2020H2,unsecured,34998.21,,103,7.84,41,employed,9.6,-3.2,0.84052
2021H2,mortgage,62171.82,0.8169,185,28.97,53,employed,7.9,5.6,0.11194
2023H1,mortgage,84440.67,0.9655,110,20.17,30,unemployed,7.6,-2.1,0.4666
2022H2,auto,40125.26,1.1413,110,14.26,44,self_employed,8.1,-4.4,0.58392
2023H1,mortgage,52088.36,0.7302,174,24.5,39,employed,7.6,-2.1,0.18866
2023H1,mortgage,132619.76,0.8877,177,29.07,47,employed,7.6,-2.1,0.30545
2023H1,auto,21572.73,0.8023,143,17.1,56,employed,7.6,-2.1,0.58212
2022H2,unsecured,8666.96,,112,3.0,60,unemployed,8.1,-4.4,0.56682
2021H2,mortgage,42667.58,0.6677,140,21.19,48,employed,7.9,5.6,0.12658
2022H2,unsecured,2662.41,,202,11.93,40,employed,8.1,-4.4,0.68758
2021H2,personal_secured,6554.2,0.7671,151,11.4,35,employed,7.9,5.6,0.51027
2021H2,unsecured,15831.69,,157,8.66,43,employed,7.9,5.6,0.76049
2021H2,mortgage,101767.9,0.8669,137,25.96,51,employed,7.9,5.6,0.41578
2022H2,unsecured,6234.18,,122,8.66,35,employed,8.1,-4.4,0.6347
2019H2,unsecured,15488.41,,104,3.0,70,self_employed,6.9,3.8,0.73647
2019H1,unsecured,19787.57,,209,10.11,49,retired,6.8,4.2,0.45063
2023H1,mortgage,136074.76,0.8248,109,24.13,45,employed,7.6,-2.1,0.29105
2020H1,unsecured,18223.96,,185,15.78,53,employed,9.2,-1.5,0.84388
2021H1,unsecured,7339.11,,117,3.88,49,employed,8.7,1.4,0.66252
2022H1,auto,15743.82,0.9343,96,15.65,39,employed,7.4,3.1,0.34568
2023H1,mortgage,151562.86,0.7499,135,26.05,59,retired,7.6,-2.1,0.18317
2021H1,unsecured,4746.86,,133,8.24,37,employed,8.7,1.4,0.60394
2021H1,personal_secured,21811.71,0.6521,92,14.18,51,employed,8.7,1.4,0.23966
2019H1,mortgage,236103.19,0.4168,208,20.33,34,employed,6.8,4.2,0.06341
2023H1,unsecured,5172.2,,117,16.07,38,employed,7.6,-2.1,0.83714
2022H1,mortgage,53911.04,0.7489,164,22.89,44,employed,7.4,3.1,0.30083
2022H1,mortgage,321291.96,0.774,199,23.16,35,self_employed,7.4,3.1,0.23311
2019H2,auto,15347.83,1.2886,110,11.19,43,employed,6.9,3.8,0.50611
2022H2,unsecured,11203.03,,113,5.39,51,unemployed,8.1,-4.4,0.64961
2021H2,mortgage,119541.94,0.9429,168,21.64,46,self_employed,7.9,5.6,0.36932
2020H1,personal_secured,5968.51,0.6132,172,16.62,28,unemployed,9.2,-1.5,0.56596
2020H2,mortgage,105930.25,0.995,202,22.1,59,unemployed,9.6,-3.2,0.67656
2023H2,auto,23491.67,1.1223,207,14.57,21,employed,7.2,1.8,0.56312
2023H2,mortgage,53013.15,0.7945,169,14.14,51,unemployed,7.2,1.8,0.3034
2021H1,mortgage,68067.27,0.8289,179,23.76,40,employed,8.7,1.4,0.17233
2019H1,mortgage,115406.28,0.676,171,26.69,47,employed,6.8,4.2,0.18769
2020H1,personal_secured,12172.71,0.6877,111,21.91,39,employed,9.2,-1.5,0.52856
2021H1,mortgage,92546.0,0.9757,164,27.38,52,employed,8.7,1.4,0.66039
2023H1,unsecured,5353.06,,181,7.06,44,employed,7.6,-2.1,0.71181
2020H2,mortgage,88951.79,0.7623,170,16.27,42,retired,9.6,-3.2,0.07687
2020H1,mortgage,77244.16,0.8221,102,27.9,71,employed,9.2,-1.5,0.48407
2021H1,mortgage,64012.88,0.8409,178,16.65,27,employed,8.7,1.4,0.33992
2021H1,unsecured,5113.2,,119,8.74,52,unemployed,8.7,1.4,0.94414
2023H2,mortgage,80889.23,0.8399,171,24.93,28,self_employed,7.2,1.8,0.10439
2023H1,auto,39087.38,0.8894,161,16.67,47,employed,7.6,-2.1,0.33075
2021H2,unsecured,6720.68,,172,9.89,54,employed,7.9,5.6,0.77612
2021H2,mortgage,62050.03,0.8627,119,18.86,67,self_employed,7.9,5.6,0.04921
2023H2,unsecured,4934.99,,99,6.11,61,retired,7.2,1.8,0.82202
2019H2,unsecured,3528.04,,196,10.52,35,employed,6.9,3.8,0.59487
2020H1,mortgage,97212.56,0.9756,124,28.89,43,employed,9.2,-1.5,0.49925
2022H1,auto,9857.08,0.7267,99,12.06,62,employed,7.4,3.1,0.20759
2022H2,mortgage,86269.28,0.8128,168,26.35,41,unemployed,8.1,-4.4,0.45736
2022H1,auto,17065.5,0.5158,172,10.77,66,unemployed,7.4,3.1,0.46817
