vintage,product,credit_limit_eur,drawn_t0_eur,utilisation_t0,time_to_default_months,risk_score_t0,min_payment_ratio,borrower_age,unemployment_pct,gdp_yoy_pct,ccf_realised,utilisation_default,ead_eur
2021H1,credit_card,6290.45,1873.72,0.2979,8,0.5379,0.6469,48,8.7,3.8,0.63618,0.7446,4683.58
2022H1,overdraft,2914.91,2203.6,0.756,7,0.1144,0.313,35,7.4,2.4,0.70709,0.9285,2706.57
2022H1,overdraft,2490.9,773.38,0.3105,5,0.4647,0.0584,22,7.4,2.4,0.80898,0.8683,2162.81
2020H1,credit_card,7518.89,897.11,0.1193,6,0.1084,0.3933,20,9.2,-3.4,0.69967,0.7355,5530.14
2023H2,credit_card,3758.49,1356.36,0.3609,5,0.3213,0.05,44,7.2,1.4,0.77604,0.8569,3220.51
2022H1,overdraft,783.38,379.99,0.4851,3,0.161,0.1865,37,7.4,2.4,0.23829,0.6078,476.11
2019H2,credit_card,4737.33,917.69,0.1937,10,0.4043,0.1514,35,6.9,1.9,0.63101,0.7025,3327.93
2019H1,line_of_credit,59747.85,43169.67,0.7225,8,0.8298,0.6757,57,6.8,2.1,0.60887,0.8915,53263.65
2023H2,overdraft,3054.89,1051.01,0.344,10,0.6195,0.3966,53,7.2,1.4,0.59971,0.7374,2252.75
2020H1,line_of_credit,18589.56,628.78,0.0338,3,0.2124,0.5206,51,9.2,-3.4,0.42031,0.4399,8177.9
2022H2,credit_card,1598.81,872.57,0.5458,10,0.4851,0.328,23,8.1,-0.8,0.55606,0.7983,1276.4
2022H1,line_of_credit,39979.78,14105.28,0.3528,7,0.4327,0.8613,35,7.4,2.4,0.6228,0.7559,30219.9
2021H1,overdraft,7692.13,4410.95,0.5734,7,0.0761,0.5154,67,8.7,3.8,0.84288,0.933,7176.6
2022H1,overdraft,3708.49,2999.37,0.8088,12,0.199,0.6687,39,7.4,2.4,0.76098,0.9543,3539.0
2022H2,line_of_credit,19404.42,7192.97,0.3707,9,0.4604,0.2259,57,8.1,-0.8,0.60821,0.7534,14620.09
2023H1,line_of_credit,41263.11,19674.1,0.4768,8,0.5288,0.5053,74,7.6,0.6,0.66689,0.8257,34071.54
2020H1,credit_card,6605.46,2405.65,0.3642,11,0.2243,0.4955,31,9.2,-3.4,0.4646,0.6596,4356.9
2020H1,overdraft,1550.01,827.78,0.534,11,0.1736,0.7829,43,9.2,-3.4,0.5396,0.7855,1217.5
2020H1,credit_card,2716.04,1356.62,0.4995,10,0.6119,0.2883,63,9.2,-3.4,0.49831,0.7489,2034.03
2023H2,overdraft,2605.23,1772.98,0.6805,4,0.7078,0.0948,43,7.2,1.4,0.95437,0.9854,2567.26
2022H1,credit_card,3795.91,726.2,0.1913,10,0.8302,0.7451,43,7.4,2.4,0.85837,0.8855,3361.16
2020H2,overdraft,5940.76,1890.73,0.3183,12,0.2356,0.0573,27,9.6,-2.1,0.48367,0.648,3849.62
2022H1,credit_card,4410.99,1184.12,0.2684,7,0.5452,0.369,47,7.4,2.4,0.80118,0.8546,3769.43
2022H2,credit_card,5005.39,1036.5,0.2071,12,0.7489,0.5348,52,8.1,-0.8,0.79741,0.8394,4201.34
2022H1,credit_card,4537.05,2198.39,0.4845,8,0.5289,0.6143,58,7.4,2.4,0.71427,0.8527,3868.82
2023H2,line_of_credit,13538.96,5987.31,0.4422,12,0.4156,0.3484,51,7.2,1.4,0.86256,0.9233,12501.06
2022H2,line_of_credit,33597.2,14833.64,0.4415,9,0.1481,0.7304,49,8.1,-0.8,0.69273,0.8284,27831.69
2023H1,line_of_credit,78470.88,39215.84,0.4998,9,0.7594,0.5463,32,7.6,0.6,0.74873,0.8743,68607.32
2023H1,credit_card,9481.79,2502.92,0.264,9,0.4396,0.1352,46,7.6,0.6,0.43941,0.5874,5569.49
2022H1,credit_card,3825.76,1986.25,0.5192,11,0.5657,0.1774,30,7.4,2.4,0.53325,0.7756,2967.17
2022H1,credit_card,3066.1,729.91,0.2381,7,0.1878,0.354,42,7.4,2.4,0.38741,0.5332,1634.97
2022H1,overdraft,3922.77,837.36,0.2135,3,0.2124,0.196,80,7.4,2.4,0.46978,0.583,2286.83
2022H2,line_of_credit,6525.89,5555.94,0.8514,9,0.6736,0.749,23,8.1,-0.8,0.98757,0.9982,6513.84
2023H2,credit_card,5367.14,2232.92,0.416,9,0.5905,0.3572,42,7.2,1.4,0.78437,0.8741,4691.3
2022H1,line_of_credit,64447.49,43835.84,0.6802,5,0.5468,0.5024,40,7.4,2.4,0.75175,0.9206,59330.55
2019H1,line_of_credit,26169.46,3346.07,0.1279,11,0.2771,0.5836,52,6.8,2.1,0.3928,0.4704,12311.05
2022H2,line_of_credit,31166.91,7821.37,0.251,4,0.6428,0.5883,32,8.1,-0.8,0.69064,0.7683,23944.77
2019H1,line_of_credit,87524.2,48121.95,0.5498,10,0.1469,0.2453,49,6.8,2.1,0.29417,0.6822,59713.06
2019H2,line_of_credit,17478.48,6971.69,0.3989,7,0.375,0.5804,60,6.9,1.9,0.61908,0.771,13476.21
2020H1,credit_card,2715.57,797.75,0.2938,8,0.757,0.1783,41,9.2,-3.4,0.8693,0.9077,2464.92
2022H2,credit_card,2971.16,2693.6,0.9066,11,0.5305,0.3361,43,8.1,-0.8,0.59983,0.9626,2860.09
2022H1,line_of_credit,39071.72,23673.3,0.6059,7,0.7267,0.4364,33,7.4,2.4,0.6831,0.8751,34191.92
2021H2,line_of_credit,29494.79,5935.89,0.2013,12,0.3359,0.3817,38,7.9,4.5,0.74295,0.7947,23438.93
2023H1,overdraft,2617.3,856.63,0.3273,6,0.3,0.4858,31,7.6,0.6,0.49408,0.6597,1726.55
2020H1,line_of_credit,41520.37,21729.39,0.5233,6,0.4133,0.3572,32,9.2,-3.4,0.91206,0.9581,39779.91
2023H2,credit_card,3571.76,1551.44,0.4344,9,0.8362,0.2153,56,7.2,1.4,0.92315,0.9565,3416.51
2020H2,credit_card,9403.82,1744.23,0.1855,6,0.7167,0.5481,56,9.6,-2.1,0.53837,0.624,5867.91
2023H1,credit_card,3474.75,2030.5,0.5844,6,0.5283,0.5323,31,7.6,0.6,0.52527,0.8027,2789.12
2022H1,overdraft,5061.43,3305.46,0.6531,12,0.6005,0.1969,20,7.4,2.4,0.8155,0.936,4737.46
2022H2,credit_card,6027.73,5107.45,0.8473,8,0.1602,0.392,46,8.1,-0.8,0.83141,0.9743,5872.58
2019H1,line_of_credit,45958.88,10198.86,0.2219,3,0.5548,0.3399,20,6.8,2.1,0.72529,0.7862,36135.17
2021H1,overdraft,4196.28,3798.62,0.9052,12,0.9372,0.196,39,8.7,3.8,0.98712,0.9988,4191.16
2020H2,overdraft,4943.95,844.43,0.1708,12,0.3545,0.453,57,9.6,-2.1,0.78246,0.8196,4052.12
2021H2,overdraft,1572.9,511.7,0.3253,5,0.865,0.5434,44,7.9,4.5,0.94147,0.9605,1510.79
2022H1,line_of_credit,57474.16,35261.42,0.6135,7,0.3624,0.6735,52,7.4,2.4,0.69356,0.8816,50667.32
2023H1,credit_card,2687.38,143.67,0.0535,9,0.3761,0.5045,38,7.6,0.6,0.38613,0.419,1125.88
2021H2,overdraft,3211.07,767.8,0.2391,6,0.5341,0.5284,47,7.9,4.5,0.62544,0.715,2295.92
2021H1,overdraft,7841.55,1113.42,0.142,4,0.3352,0.7367,25,8.7,3.8,0.17803,0.2947,2311.24
2023H2,line_of_credit,26208.3,4756.02,0.1815,4,0.2951,0.2844,25,7.2,1.4,0.69565,0.7509,19679.3
2020H2,line_of_credit,27028.82,18160.85,0.6719,11,0.9009,0.0789,60,9.6,-2.1,0.97376,0.9914,26796.15
2021H1,credit_card,10431.14,3356.46,0.3218,4,0.2405,0.1841,39,8.7,3.8,0.22196,0.4723,4926.75
2020H1,line_of_credit,38596.05,6220.61,0.1612,10,0.6581,0.5214,34,9.2,-3.4,0.9478,0.9562,36905.91
2022H2,overdraft,1439.3,405.86,0.282,6,0.4098,0.2626,36,8.1,-0.8,0.48074,0.6272,902.68
2019H2,credit_card,3408.01,567.2,0.1664,10,0.3235,0.2268,41,6.9,1.9,0.61461,0.6788,2313.19
2021H2,line_of_credit,149304.26,24595.92,0.1647,3,0.4996,0.3172,38,7.9,4.5,0.95285,0.9606,143424.85
2022H2,overdraft,1847.79,712.36,0.3855,8,0.6437,0.7738,39,8.1,-0.8,0.88171,0.9273,1713.48
2023H2,overdraft,5168.34,3147.78,0.6091,11,0.4122,0.7921,49,7.2,1.4,0.54544,0.8223,4249.88
2020H2,credit_card,4118.68,1010.51,0.2453,12,0.8543,0.4636,54,9.6,-2.1,0.4142,0.5579,2297.92
2019H2,line_of_credit,39518.56,5814.25,0.1471,3,0.352,0.5864,20,6.9,1.9,0.42744,0.5117,20220.77
2021H2,overdraft,8157.41,3397.16,0.4165,12,0.7588,0.3793,55,7.9,4.5,0.43114,0.668,5449.51
2020H2,overdraft,12874.23,4995.64,0.388,11,0.319,0.2188,27,9.6,-2.1,0.87492,0.9235,11888.81
2023H2,overdraft,4022.54,1566.5,0.3894,9,0.471,0.2463,47,7.2,1.4,0.58551,0.7469,3004.54
2022H1,overdraft,9559.55,7171.68,0.7502,11,0.6706,0.6472,22,7.4,2.4,0.92059,0.9802,9369.92
2020H2,credit_card,6267.07,932.28,0.1488,4,0.7585,0.5012,55,9.6,-2.1,0.56218,0.6273,3931.37
2019H1,credit_card,6259.58,1686.22,0.2694,8,0.3956,0.5779,44,6.8,2.1,0.42559,0.5803,3632.6
2022H2,line_of_credit,59109.79,35696.75,0.6039,12,0.4887,0.2991,29,8.1,-0.8,0.85093,0.941,55619.6
2023H1,credit_card,4368.89,1271.82,0.2911,10,0.7262,0.1823,71,7.6,0.6,0.72825,0.8074,3527.27
2020H1,overdraft,1732.48,1199.22,0.6922,5,0.6795,0.5584,45,9.2,-3.4,0.86348,0.958,1659.68
2019H1,overdraft,4754.93,1516.1,0.3188,8,0.5661,0.4646,38,6.8,2.1,0.86122,0.9055,4305.44
2022H2,credit_card,4015.32,288.72,0.0719,8,0.3709,0.6286,42,8.1,-0.8,0.43955,0.4798,1926.75
2023H1,credit_card,5201.22,2044.1,0.393,4,0.8247,0.7311,52,7.6,0.6,0.54633,0.7246,3768.94
2019H2,line_of_credit,131937.58,74560.78,0.5651,12,0.3875,0.4943,48,6.9,1.9,0.72345,0.8797,116070.11
2022H1,line_of_credit,91928.8,12896.67,0.1403,9,0.3982,0.6602,44,7.4,2.4,0.53729,0.6022,55359.45
2020H2,credit_card,2850.06,590.91,0.2073,5,0.4053,0.3254,33,9.6,-2.1,0.65434,0.726,2069.17
2022H2,line_of_credit,17584.33,7478.3,0.4253,7,0.159,0.3577,20,8.1,-0.8,0.50859,0.7176,12618.14
2021H1,credit_card,6026.22,3107.2,0.5156,5,0.2177,0.7335,50,8.7,3.8,0.6398,0.8255,4974.79
2023H1,line_of_credit,26152.42,2966.48,0.1134,6,0.5777,0.2475,54,7.6,0.6,0.81231,0.8336,21800.72
2022H1,credit_card,2026.69,919.88,0.4539,10,0.657,0.8019,49,7.4,2.4,0.37046,0.6562,1329.91
2023H2,overdraft,5436.53,1979.41,0.3641,6,0.5537,0.8295,43,7.2,1.4,0.64484,0.7742,4208.71
2023H2,credit_card,3290.59,1041.41,0.3165,4,0.6607,0.3334,32,7.2,1.4,0.64636,0.7583,2495.2
2020H2,credit_card,12303.79,7702.37,0.626,7,0.5734,0.6585,59,9.6,-2.1,0.30081,0.7385,9086.54
2021H1,credit_card,3249.29,1277.41,0.3931,8,0.6161,0.2269,43,8.7,3.8,0.45744,0.6707,2179.42
2021H2,credit_card,10863.77,8093.2,0.745,5,0.1351,0.3834,57,7.9,4.5,0.68284,0.9191,9985.06
2022H1,credit_card,6066.33,3165.78,0.5219,4,0.1068,0.3077,36,7.4,2.4,0.21666,0.6255,3794.21
2021H2,line_of_credit,32393.57,6483.2,0.2001,8,0.602,0.4965,28,7.9,4.5,0.56604,0.6529,21149.39
2023H2,line_of_credit,21748.45,7524.55,0.346,7,0.2242,0.6053,65,7.2,1.4,0.69053,0.7976,17346.61
2019H1,credit_card,10689.61,5793.09,0.5419,10,0.1582,0.3397,43,6.8,2.1,0.7717,0.8954,9571.74
2021H2,overdraft,4439.21,2029.59,0.4572,6,0.7475,0.4791,20,7.9,4.5,0.95481,0.9755,4330.31
2019H1,line_of_credit,18155.1,6660.59,0.3669,11,0.4327,0.1534,31,6.8,2.1,0.91167,0.9441,17139.74
2023H2,overdraft,4777.22,2742.48,0.5741,4,0.2263,0.1932,40,7.2,1.4,0.54989,0.8083,3861.37
2019H2,credit_card,4436.27,175.47,0.0396,4,0.2759,0.3442,42,6.9,1.9,0.36751,0.3925,1741.38
2021H2,line_of_credit,29653.39,2281.58,0.0769,10,0.7121,0.5456,42,7.9,4.5,0.82894,0.8421,24971.28
2020H2,line_of_credit,16623.22,5613.22,0.3377,3,0.2873,0.1885,30,9.6,-2.1,0.73558,0.8249,13711.95
2019H1,line_of_credit,14817.32,5035.34,0.3398,12,0.3514,0.3831,58,6.8,2.1,0.86201,0.9089,13467.5
2021H1,overdraft,3533.57,1201.42,0.34,4,0.6991,0.5055,37,8.7,3.8,0.64807,0.7677,2712.81
2023H2,line_of_credit,45082.01,27326.82,0.6062,7,0.3193,0.3084,44,7.2,1.4,0.80071,0.9215,41543.52
2019H2,overdraft,1707.14,174.77,0.1024,8,0.423,0.6679,33,6.9,1.9,0.82099,0.8393,1432.83
2023H2,credit_card,1860.09,682.3,0.3668,8,0.3758,0.1992,20,7.2,1.4,0.63671,0.77,1432.21
2019H2,overdraft,4133.41,469.02,0.1135,8,0.0808,0.3305,56,6.9,1.9,0.55773,0.6079,2512.77
2022H1,line_of_credit,35077.47,8854.68,0.2524,10,0.1451,0.4472,53,7.4,2.4,0.63539,0.7274,25516.4
2023H1,overdraft,5864.29,2486.7,0.424,9,0.7952,0.4542,50,7.6,0.6,0.92088,0.9544,5597.04
2021H1,overdraft,1888.58,257.82,0.1365,6,0.6438,0.2951,52,8.7,3.8,0.83521,0.8577,1619.84
2021H1,credit_card,6805.78,2286.52,0.336,11,0.068,0.416,41,8.7,3.8,0.69197,0.7955,5413.71
2020H2,credit_card,3570.03,1424.42,0.399,4,0.7296,0.3367,50,9.6,-2.1,0.61449,0.7683,2742.88
2023H2,credit_card,3691.63,1910.46,0.5175,11,0.1841,0.7635,40,7.2,1.4,0.52239,0.7696,2840.93
2023H1,credit_card,6524.19,3856.15,0.5911,6,0.4367,0.3736,42,7.6,0.6,0.44176,0.7717,5034.79
2022H2,line_of_credit,38623.46,14096.01,0.365,10,0.5467,0.5015,30,8.1,-0.8,0.82076,0.8862,34227.2
2021H1,credit_card,4960.62,2059.32,0.4151,11,0.6361,0.2605,44,8.7,3.8,0.94435,0.9675,4799.16
2023H1,overdraft,2028.34,359.87,0.1774,4,0.2902,0.2011,45,7.6,0.6,0.75876,0.8016,1625.84
2019H2,overdraft,1699.22,1190.16,0.7004,10,0.3618,0.2606,24,6.9,1.9,0.77562,0.9328,1585.0
2021H2,credit_card,2809.77,248.5,0.0884,11,0.1057,0.3601,42,7.9,4.5,0.58746,0.6239,1753.14
2019H1,credit_card,5630.06,2974.95,0.5284,11,0.8942,0.4932,55,6.8,2.1,0.91859,0.9616,5413.92
2019H1,overdraft,2402.36,774.77,0.3225,4,0.8344,0.2221,47,6.8,2.1,0.87479,0.9152,2198.57
2019H1,line_of_credit,28821.73,10141.79,0.3519,3,0.3437,0.0661,29,6.8,2.1,0.93854,0.9602,27673.7
2019H2,credit_card,8251.02,2805.12,0.34,4,0.5173,0.4277,48,6.9,1.9,0.66682,0.7801,6436.53
2022H1,overdraft,2660.91,1700.38,0.639,6,0.385,0.5549,33,7.4,2.4,0.74743,0.9088,2418.31
2019H2,credit_card,2985.75,1158.4,0.388,9,0.514,0.4284,54,6.9,1.9,0.59188,0.7502,2239.97
2022H1,credit_card,2922.15,1331.17,0.4555,8,0.1599,0.6069,32,7.4,2.4,0.31852,0.629,1837.93
2019H2,credit_card,3877.51,2001.65,0.5162,9,0.3197,0.1619,56,6.9,1.9,0.53002,0.7726,2995.9
2021H2,credit_card,9532.28,3884.81,0.4075,10,0.5152,0.4317,49,7.9,4.5,0.70679,0.8263,7876.37
2019H1,overdraft,6843.07,2691.0,0.3932,8,0.1796,0.6324,78,6.8,2.1,0.47365,0.6806,4657.62
2023H1,credit_card,2364.45,711.39,0.3009,4,0.485,0.2306,52,7.6,0.6,0.52379,0.6671,1577.25
2023H1,credit_card,6295.47,2775.9,0.4409,5,0.552,0.5171,42,7.6,0.6,0.46315,0.6999,4405.99
2021H2,credit_card,7920.76,3425.02,0.4324,11,0.5454,0.3029,42,7.9,4.5,0.50243,0.7176,5683.8
2023H2,credit_card,8375.03,3361.64,0.4014,9,0.4069,0.4195,30,7.2,1.4,0.63764,0.7831,6558.38
2019H2,credit_card,6241.57,2413.78,0.3867,11,0.2499,0.5824,44,6.9,1.9,0.48951,0.6869,4287.52
2021H2,line_of_credit,85574.34,24511.55,0.2864,6,0.8491,0.3934,54,7.9,4.5,0.88998,0.9215,78856.48
2022H1,credit_card,7784.6,573.93,0.0737,6,0.6769,0.4266,35,7.4,2.4,0.47979,0.5181,4033.51
2023H1,credit_card,4658.81,1386.29,0.2976,8,0.3926,0.3608,41,7.6,0.6,0.68616,0.7795,3631.75
2020H2,credit_card,6331.39,3039.64,0.4801,3,0.352,0.5941,52,9.6,-2.1,0.54797,0.765,4843.42
2023H1,credit_card,5285.43,1353.15,0.256,9,0.4108,0.457,46,7.6,0.6,0.28206,0.4659,2462.28
2022H2,credit_card,1195.35,444.21,0.3716,3,0.8241,0.8142,60,8.1,-0.8,0.45,0.6544,782.22
2023H2,credit_card,5061.3,3213.68,0.635,3,0.471,0.5958,46,7.2,1.4,0.74077,0.9054,4582.35
2022H1,overdraft,3377.26,880.74,0.2608,7,0.7438,0.3699,23,7.4,2.4,0.83908,0.881,2975.52
2023H2,credit_card,8191.99,1077.64,0.1315,10,0.6487,0.4899,38,7.2,1.4,0.6248,0.6742,5522.67
2021H2,credit_card,2498.0,866.38,0.3468,3,0.8863,0.41,46,7.9,4.5,0.8679,0.9137,2282.46
2023H2,credit_card,2571.98,1072.65,0.4171,8,0.458,0.3534,50,7.2,1.4,0.6063,0.7705,1981.69
2023H2,credit_card,13236.29,2824.42,0.2134,5,0.4247,0.6076,30,7.2,1.4,0.67683,0.7458,9871.43
2023H2,credit_card,6476.14,785.17,0.1212,10,0.5566,0.2298,43,7.2,1.4,0.49394,0.5553,3596.17
2020H1,overdraft,3332.84,1669.65,0.501,4,0.38,0.2735,51,9.2,-3.4,0.67895,0.8398,2798.87
2023H1,credit_card,10756.33,4970.85,0.4621,10,0.6038,0.2301,25,7.6,0.6,0.61845,0.7948,8548.86
2022H2,credit_card,9412.19,1264.76,0.1344,3,0.1794,0.1793,30,8.1,-0.8,0.37246,0.4568,4299.38
2023H2,overdraft,4546.92,1508.18,0.3317,11,0.5688,0.5491,34,7.2,1.4,0.48325,0.6547,2976.66
2022H2,overdraft,1299.81,183.93,0.1415,9,0.8268,0.6718,36,8.1,-0.8,0.88539,0.9016,1171.92
2023H1,credit_card,6867.19,4170.39,0.6073,6,0.693,0.6125,50,7.6,0.6,0.48714,0.7986,5484.1
2020H2,line_of_credit,32257.24,12920.58,0.4005,4,0.3354,0.781,31,9.6,-2.1,0.75672,0.8542,27553.01
2023H1,line_of_credit,19595.81,5486.83,0.28,6,0.4063,0.8182,47,7.6,0.6,0.2489,0.4592,8998.52
2022H2,credit_card,8783.98,2922.55,0.3327,10,0.4294,0.4182,36,8.1,-0.8,0.30222,0.5344,4693.97
2020H1,overdraft,2688.95,901.55,0.3353,3,0.4901,0.5746,30,9.2,-3.4,0.48305,0.6564,1764.95
2023H2,credit_card,6646.33,1268.14,0.1908,12,0.8084,0.3335,20,7.2,1.4,0.90861,0.9261,6154.84
2023H2,overdraft,8909.41,6421.76,0.7208,4,0.6831,0.6088,42,7.2,1.4,0.63677,0.8986,8005.82
2022H1,line_of_credit,11697.7,2279.97,0.1949,12,0.6642,0.5454,41,7.4,2.4,0.80548,0.8434,9865.76
2021H1,credit_card,4282.35,3126.2,0.73,6,0.6596,0.6372,38,8.7,3.8,0.80529,0.9474,4057.24
2023H1,credit_card,4179.74,2099.13,0.5022,10,0.388,0.3122,43,7.6,0.6,0.3767,0.6897,2882.9
2022H1,line_of_credit,26867.88,4334.14,0.1613,12,0.7231,0.3793,43,7.4,2.4,0.85862,0.8814,23682.11
2021H1,credit_card,9640.39,7331.89,0.7605,4,0.2765,0.3115,46,8.7,3.8,0.54334,0.8906,8586.2
2023H2,overdraft,3984.67,1165.97,0.2926,10,0.2804,0.4891,34,7.2,1.4,0.56362,0.6913,2754.64
2019H1,credit_card,4184.66,1622.45,0.3877,12,0.2433,0.587,56,6.8,2.1,0.52965,0.712,2979.54
2022H2,credit_card,5731.48,4410.53,0.7695,9,0.154,0.2174,56,8.1,-0.8,0.67624,0.9254,5303.81
2020H2,credit_card,6667.49,3267.55,0.4901,9,0.3619,0.261,39,9.6,-2.1,0.35708,0.6722,4481.59
2023H1,credit_card,20596.0,14307.86,0.6947,11,0.6752,0.2755,72,7.6,0.6,0.75615,0.9256,19062.64
2021H2,line_of_credit,9694.84,1701.44,0.1755,7,0.6843,0.5046,31,7.9,4.5,0.79911,0.8344,8089.05
2021H1,credit_card,6392.06,2856.59,0.4469,8,0.494,0.2718,47,8.7,3.8,0.62518,0.7927,5066.88
2021H1,overdraft,5393.21,476.19,0.0883,9,0.4746,0.5698,44,8.7,3.8,0.53848,0.5792,3123.91
2020H2,credit_card,3048.37,1632.94,0.5357,5,0.6356,0.5975,28,9.6,-2.1,0.31644,0.6826,2080.84
2020H2,credit_card,6447.19,2655.04,0.4118,10,0.7718,0.4724,20,9.6,-2.1,0.38843,0.6403,4128.02
2021H1,credit_card,15082.73,4408.64,0.2923,11,0.3685,0.3329,40,8.7,3.8,0.59426,0.7129,10751.79
2019H1,line_of_credit,33847.6,12236.11,0.3615,6,0.3921,0.4163,64,6.8,2.1,0.90811,0.9413,31861.79
2021H2,credit_card,4802.56,1659.22,0.3455,4,0.3615,0.5326,53,7.9,4.5,0.88264,0.9232,4433.65
2022H1,line_of_credit,10219.06,2858.09,0.2797,12,0.3675,0.558,49,7.4,2.4,0.4241,0.5852,5979.86
2022H2,line_of_credit,16723.89,2145.39,0.1283,11,0.648,0.5516,28,8.1,-0.8,0.97236,0.9759,16320.91
2021H1,line_of_credit,57753.66,2903.55,0.0503,4,0.7738,0.3975,35,8.7,3.8,0.90598,0.9107,52596.48
2022H1,overdraft,4558.7,291.24,0.0639,4,0.6729,0.6594,50,7.4,2.4,0.46363,0.4979,2269.77
2022H2,overdraft,3303.94,608.74,0.1842,8,0.5051,0.2786,66,8.1,-0.8,0.61339,0.6846,2261.94
2023H2,credit_card,8979.98,5325.34,0.593,4,0.7187,0.2429,34,7.2,1.4,0.764,0.904,8117.5
2019H1,line_of_credit,10763.49,8596.51,0.7987,7,0.3777,0.3567,39,6.8,2.1,0.80039,0.9598,10330.94
2020H1,line_of_credit,17548.44,3134.43,0.1786,12,0.4135,0.6316,42,9.2,-3.4,0.88171,0.9028,15843.44
2022H2,line_of_credit,31403.08,12921.86,0.4115,5,0.5663,0.5959,31,8.1,-0.8,0.81953,0.8938,28067.72
2021H2,credit_card,6882.33,2324.62,0.3378,10,0.7378,0.404,52,7.9,4.5,0.79505,0.8643,5948.24
2023H2,overdraft,2348.49,1014.96,0.4322,10,0.2586,0.4541,43,7.2,1.4,0.63147,0.7907,1857.04
2020H2,credit_card,7323.14,2822.82,0.3855,12,0.8487,0.642,51,9.6,-2.1,0.57803,0.7407,5424.14
2020H1,credit_card,3246.79,1880.07,0.5791,9,0.5391,0.5953,42,9.2,-3.4,0.60371,0.8332,2705.17
2019H1,credit_card,5139.08,1580.44,0.3075,12,0.2844,0.4637,39,6.8,2.1,0.49147,0.6479,3329.41
2022H1,overdraft,6725.62,1914.52,0.2847,12,0.3993,0.5323,47,7.4,2.4,0.81538,0.8679,5837.39
2020H2,credit_card,4827.34,2992.76,0.62,6,0.4191,0.6029,43,9.6,-2.1,0.76284,0.9099,4392.26
2020H1,overdraft,2482.48,878.05,0.3537,9,0.8477,0.3706,46,9.2,-3.4,0.86929,0.9155,2272.76
2019H2,credit_card,3374.04,1905.05,0.5646,6,0.5647,0.5772,39,6.9,1.9,0.28973,0.6908,2330.66
2023H1,credit_card,4718.81,2139.32,0.4534,12,0.6476,0.5455,48,7.6,0.6,0.63634,0.8012,3780.76
2021H2,overdraft,4172.58,608.9,0.1459,8,0.5664,0.6584,35,7.9,4.5,0.86929,0.8884,3706.77
2021H1,overdraft,3238.97,2090.58,0.6454,9,0.6608,0.5981,58,8.7,3.8,0.50181,0.8234,2666.86
2022H2,line_of_credit,13614.18,3879.38,0.285,8,0.278,0.329,65,8.1,-0.8,0.5351,0.6676,9088.5
2021H1,overdraft,1936.28,356.45,0.1841,4,0.4946,0.708,45,8.7,3.8,0.76371,0.8072,1562.99
2022H1,credit_card,6860.19,1686.59,0.2459,9,0.394,0.5544,42,7.4,2.4,0.43929,0.5771,3959.3
2023H1,credit_card,3045.1,1825.69,0.5996,12,0.9246,0.3314,42,7.6,0.6,0.96885,0.9875,3007.12
2021H2,credit_card,7664.64,5693.99,0.7429,10,0.6524,0.308,51,7.9,4.5,0.62018,0.9023,6916.15
2020H2,credit_card,2980.38,612.63,0.2056,7,0.3411,0.3732,59,9.6,-2.1,0.49518,0.5989,1785.09
2022H1,overdraft,7708.16,2724.0,0.3534,4,0.7092,0.5289,24,7.4,2.4,0.87142,0.9169,7067.28
2022H1,credit_card,9799.96,1574.72,0.1607,5,0.056,0.4381,56,7.4,2.4,0.31855,0.428,4194.87
2021H1,overdraft,4745.06,2580.21,0.5438,6,0.7531,0.5368,40,8.7,3.8,0.76267,0.8917,4231.29
2020H2,line_of_credit,26881.81,2140.49,0.0796,8,0.4049,0.4506,41,9.6,-2.1,0.77525,0.7931,21321.1
2019H2,credit_card,2895.21,1787.94,0.6175,12,0.7491,0.3133,48,6.9,1.9,0.92312,0.9706,2810.08
2021H2,credit_card,10670.12,7172.84,0.6722,9,0.4541,0.3426,21,7.9,4.5,0.47772,0.8288,8843.57
2019H2,credit_card,1636.11,344.79,0.2107,4,0.2811,0.4692,52,6.9,1.9,0.24516,0.4042,661.37
2021H2,credit_card,5594.73,2677.75,0.4786,3,0.5935,0.2824,57,7.9,4.5,0.81193,0.9019,5046.12
2020H1,credit_card,8466.75,7291.05,0.8611,8,0.5158,0.7262,25,9.2,-3.4,0.39954,0.9166,7760.79
2023H1,credit_card,2767.06,1637.3,0.5917,12,0.7742,0.534,49,7.6,0.6,0.72802,0.889,2459.79
2020H1,credit_card,2833.34,1458.66,0.5148,3,0.6329,0.4301,42,9.2,-3.4,0.4863,0.7508,2127.17
2023H2,overdraft,2628.63,704.87,0.2682,9,0.2724,0.7187,20,7.2,1.4,0.49182,0.6281,1651.01
2020H1,credit_card,3336.17,2613.21,0.7833,7,0.5233,0.5995,65,9.2,-3.4,0.77357,0.9509,3172.47
2021H1,credit_card,5087.46,1398.59,0.2749,10,0.3232,0.5439,25,8.7,3.8,0.63701,0.7368,3748.44
2023H2,line_of_credit,22693.9,10957.43,0.4828,5,0.3331,0.3846,41,7.2,1.4,0.37271,0.6756,15331.79
2023H2,overdraft,2772.95,746.27,0.2691,9,0.4872,0.4727,20,7.2,1.4,0.96275,0.9728,2697.46
2023H1,overdraft,3806.55,717.2,0.1884,8,0.6572,0.2908,38,7.6,0.6,0.62446,0.6952,2646.37
